"day","mean.temp","high","low","month","year","date"
1,-0.1,4.2,-3.4,1,2010,2010-01-01
2,1.9,7.4,-3.4,1,2010,2010-01-02
3,2.7,7.4,-3.8,1,2010,2010-01-03
4,3.4,12,-4.8,1,2010,2010-01-04
5,4.5,8.5,-1.2,1,2010,2010-01-05
6,1.1,6.9,-5.1,1,2010,2010-01-06
7,0.8,6,-4.2,1,2010,2010-01-07
8,0.8,7.7,-5,1,2010,2010-01-08
9,0.8,7.9,-5.4,1,2010,2010-01-09
10,3.8,8.9,-0.8,1,2010,2010-01-10
11,4.1,9.6,-1.2,1,2010,2010-01-11
12,3.8,5.5,1.2,1,2010,2010-01-12
13,-0.7,2,-3.1,1,2010,2010-01-13
14,-0.9,3.9,-5.4,1,2010,2010-01-14
15,-0.8,6.6,-6.8,1,2010,2010-01-15
16,-0.1,5.2,-4.3,1,2010,2010-01-16
17,0.2,8.5,-6.6,1,2010,2010-01-17
18,0.9,9.2,-6.1,1,2010,2010-01-18
19,3.1,12.6,-4.1,1,2010,2010-01-19
20,6.9,15.5,-3.3,1,2010,2010-01-20
21,7.7,11.3,2.8,1,2010,2010-01-21
22,3.3,8.6,-0.6,1,2010,2010-01-22
23,1.3,7,-3.2,1,2010,2010-01-23
24,0.7,8,-5.1,1,2010,2010-01-24
25,0.4,6.1,-4.5,1,2010,2010-01-25
26,1.5,8,-3.3,1,2010,2010-01-26
27,2.8,10.5,-5.9,1,2010,2010-01-27
28,9,13.2,1.5,1,2010,2010-01-28
29,3.2,9.9,-1.6,1,2010,2010-01-29
30,3,10.2,-2.7,1,2010,2010-01-30
31,4.2,6.7,0.9,1,2010,2010-01-31
1,0.7,5,-3.9,1,2011,2011-01-01
2,1.3,6.9,-2.8,1,2011,2011-01-02
3,1.2,7.6,-3.7,1,2011,2011-01-03
4,2,8.4,-2.8,1,2011,2011-01-04
5,0.6,6.7,-4.9,1,2011,2011-01-05
6,1.9,6.3,-1.3,1,2011,2011-01-06
7,-0.1,4.1,-3.9,1,2011,2011-01-07
8,-0.1,7.7,-6.2,1,2011,2011-01-08
9,1.5,8,-4.5,1,2011,2011-01-09
10,-0.8,2.2,-4.7,1,2011,2011-01-10
11,-0.8,6.6,-6.8,1,2011,2011-01-11
12,0.1,6.6,-5.6,1,2011,2011-01-12
13,-0.3,6.9,-6.3,1,2011,2011-01-13
14,-0.1,6.9,-6.7,1,2011,2011-01-14
15,1,6.4,-3.6,1,2011,2011-01-15
16,-2.5,1.9,-5.7,1,2011,2011-01-16
17,0,5,-5.2,1,2011,2011-01-17
18,0.1,6.7,-5.7,1,2011,2011-01-18
19,-0.2,5.8,-5.2,1,2011,2011-01-19
20,-0.6,6.2,-7.2,1,2011,2011-01-20
21,1.3,6.3,-4.3,1,2011,2011-01-21
22,1.1,8,-5.6,1,2011,2011-01-22
23,1.4,6.8,-3.5,1,2011,2011-01-23
24,1.3,7.9,-4.9,1,2011,2011-01-24
25,1,5.1,-3.2,1,2011,2011-01-25
26,-0.3,5.6,-5.8,1,2011,2011-01-26
27,0.2,5.9,-4.6,1,2011,2011-01-27
28,-0.1,4.3,-3.4,1,2011,2011-01-28
29,-0.2,6.5,-6.5,1,2011,2011-01-29
30,-1.8,3.1,-5.4,1,2011,2011-01-30
31,-2.3,4.4,-9.2,1,2011,2011-01-31
1,4.3,10.8,-3,1,2012,2012-01-01
2,3.2,6.3,0.5,1,2012,2012-01-02
3,2,5.2,-1.7,1,2012,2012-01-03
4,0.9,5.8,-3,1,2012,2012-01-04
5,0.4,5.4,-4.8,1,2012,2012-01-05
6,2.5,9.3,-3.2,1,2012,2012-01-06
7,2.5,6,-0.6,1,2012,2012-01-07
8,1.6,7,-2.8,1,2012,2012-01-08
9,3,9.5,-1.5,1,2012,2012-01-09
10,2.1,10.2,-4,1,2012,2012-01-10
11,1.9,8.9,-1.6,1,2012,2012-01-11
12,0.9,4.8,-2.5,1,2012,2012-01-12
13,2.6,8.6,-3.1,1,2012,2012-01-13
14,3.3,7.1,-0.4,1,2012,2012-01-14
15,2.9,7,-1.5,1,2012,2012-01-15
16,3.8,4.8,2.3,1,2012,2012-01-16
17,3.1,7.8,-3.7,1,2012,2012-01-17
18,1.8,10.8,-5.8,1,2012,2012-01-18
19,3.4,6.3,-0.4,1,2012,2012-01-19
20,6.3,8.2,3.6,1,2012,2012-01-20
21,5.8,8.2,3,1,2012,2012-01-21
22,5,11.2,0,1,2012,2012-01-22
23,3.8,9.1,0.5,1,2012,2012-01-23
24,0.8,5,-1.1,1,2012,2012-01-24
25,0,4.6,-3.4,1,2012,2012-01-25
26,-0.8,3.8,-5.4,1,2012,2012-01-26
27,-0.2,6.7,-5.3,1,2012,2012-01-27
28,0.9,6.7,-3.3,1,2012,2012-01-28
29,0.3,3.8,-2.7,1,2012,2012-01-29
30,-0.2,4.9,-3.5,1,2012,2012-01-30
31,-0.8,5.9,-6.3,1,2012,2012-01-31
1,0,5.9,-5.2,1,2013,2013-01-01
2,3.2,10.3,-2.5,1,2013,2013-01-02
3,-0.3,4.5,-3.8,1,2013,2013-01-03
4,-1.5,3.4,-4.8,1,2013,2013-01-04
5,-2.1,4.8,-6.8,1,2013,2013-01-05
6,-0.3,7.7,-6.3,1,2013,2013-01-06
7,1.1,9.1,-4.2,1,2013,2013-01-07
8,1.7,8.8,-4,1,2013,2013-01-08
9,0.9,8.3,-3.9,1,2013,2013-01-09
10,0.5,7.3,-4.4,1,2013,2013-01-10
11,0.1,6,-4.3,1,2013,2013-01-11
12,0.8,8.9,-4.6,1,2013,2013-01-12
13,2.2,8.2,-5.1,1,2013,2013-01-13
14,4.4,6.8,1.7,1,2013,2013-01-14
15,2.2,4.8,-1.1,1,2013,2013-01-15
16,1.2,7.4,-3.5,1,2013,2013-01-16
17,0.7,4.2,-2.8,1,2013,2013-01-17
18,-0.2,3.2,-3.6,1,2013,2013-01-18
19,1.3,7.6,-5.5,1,2013,2013-01-19
20,3.6,7.3,-1.5,1,2013,2013-01-20
21,2.4,7.2,-4.5,1,2013,2013-01-21
22,6.9,9.4,5,1,2013,2013-01-22
23,3.9,7.4,-1.3,1,2013,2013-01-23
24,3.2,9.8,-4,1,2013,2013-01-24
25,2.4,5.2,-2.1,1,2013,2013-01-25
26,0.1,4.7,-3.5,1,2013,2013-01-26
27,-1,5.4,-7.3,1,2013,2013-01-27
28,-0.3,4.6,-6.6,1,2013,2013-01-28
29,2.1,8.4,-4.2,1,2013,2013-01-29
30,4.2,9.7,-1.5,1,2013,2013-01-30
31,3,12.3,-4,1,2013,2013-01-31
1,5.2,11,0.1,1,2014,2014-01-01
2,2.2,9.6,-2.6,1,2014,2014-01-02
3,2.5,10.4,-3.5,1,2014,2014-01-03
4,2.2,7,-1.2,1,2014,2014-01-04
5,0.3,6.2,-4.2,1,2014,2014-01-05
6,0.5,7,-4.5,1,2014,2014-01-06
7,1.6,10.1,-6.1,1,2014,2014-01-07
8,5.3,7.8,2.4,1,2014,2014-01-08
9,3.5,6.6,-0.7,1,2014,2014-01-09
10,0.5,5.2,-2.9,1,2014,2014-01-10
11,0.4,7.3,-5,1,2014,2014-01-11
12,0.4,6.4,-5.3,1,2014,2014-01-12
13,0.1,4.4,-3.4,1,2014,2014-01-13
14,-0.2,5.9,-4.8,1,2014,2014-01-14
15,1.7,8,-4.6,1,2014,2014-01-15
16,2,8,-3.6,1,2014,2014-01-16
17,1.5,7.5,-3.6,1,2014,2014-01-17
18,1.7,7.3,-2.7,1,2014,2014-01-18
19,-0.7,2.7,-4.3,1,2014,2014-01-19
20,0.6,7.1,-6.5,1,2014,2014-01-20
21,1.8,7.2,-1.8,1,2014,2014-01-21
22,0.4,5.3,-3.9,1,2014,2014-01-22
23,1.3,8.2,-4.1,1,2014,2014-01-23
24,1.5,10.5,-5.7,1,2014,2014-01-24
25,5.8,13.9,-2.9,1,2014,2014-01-25
26,4.5,8.5,0.1,1,2014,2014-01-26
27,1.2,6.5,-3.9,1,2014,2014-01-27
28,1.8,10,-5.7,1,2014,2014-01-28
29,3.3,12,-3.1,1,2014,2014-01-29
30,6.1,10.9,-1.2,1,2014,2014-01-30
31,6,11.2,-0.8,1,2014,2014-01-31
1,2.3,4,0.3,2,2010,2010-02-01
2,4,9.1,-0.1,2,2010,2010-02-02
3,1.4,6.9,-2.4,2,2010,2010-02-03
4,0.3,5.4,-4.8,2,2010,2010-02-04
5,0.5,6.4,-5.6,2,2010,2010-02-05
6,-0.4,3.8,-4.5,2,2010,2010-02-06
7,1.3,6.9,-3.1,2,2010,2010-02-07
8,6.4,12.7,-1.1,2,2010,2010-02-08
9,13.5,18.5,9.2,2,2010,2010-02-09
10,9.7,14.5,6,2,2010,2010-02-10
11,4.8,6.3,3.2,2,2010,2010-02-11
12,3,4.8,-0.9,2,2010,2010-02-12
13,2.4,7.3,-2,2,2010,2010-02-13
14,4.3,8.4,-1.4,2,2010,2010-02-14
15,4.8,6.7,2.5,2,2010,2010-02-15
16,3.2,5.7,-0.4,2,2010,2010-02-16
17,1.1,4.4,-1.8,2,2010,2010-02-17
18,1.4,8,-3.1,2,2010,2010-02-18
19,1.1,8.3,-3.6,2,2010,2010-02-19
20,1.6,8.5,-4.7,2,2010,2010-02-20
21,3.4,10.4,-1.3,2,2010,2010-02-21
22,5.7,14.9,-3.2,2,2010,2010-02-22
23,8.7,17.8,1.5,2,2010,2010-02-23
24,9.9,19.9,0.8,2,2010,2010-02-24
25,14.1,20.8,5.1,2,2010,2010-02-25
26,15.6,17.5,12.9,2,2010,2010-02-26
27,9.2,13.6,6.9,2,2010,2010-02-27
28,6.1,8.4,2.4,2,2010,2010-02-28
1,2,8.3,-6,2,2011,2011-02-01
2,3.3,9.9,-2.6,2,2011,2011-02-02
3,2,11.6,-5.5,2,2011,2011-02-03
4,2.1,11.9,-5.1,2,2011,2011-02-04
5,2.2,11.1,-4.1,2,2011,2011-02-05
6,4,13.4,-4.9,2,2011,2011-02-06
7,3.3,10.2,-2.1,2,2011,2011-02-07
8,3.9,11.8,-4,2,2011,2011-02-08
9,4.9,8.2,1.4,2,2011,2011-02-09
10,2,4.9,-0.4,2,2011,2011-02-10
11,1.1,4.7,-1.5,2,2011,2011-02-11
12,0.9,5.2,-3.2,2,2011,2011-02-12
13,0.4,3.9,-2.9,2,2011,2011-02-13
14,-0.4,3.7,-3,2,2011,2011-02-14
15,1.1,4.6,-3.3,2,2011,2011-02-15
16,1.4,10.7,-6,2,2011,2011-02-16
17,7.2,12.8,-0.3,2,2011,2011-02-17
18,5.8,10.2,1.7,2,2011,2011-02-18
19,3.6,10,-2.3,2,2011,2011-02-19
20,4.2,10.5,-2.7,2,2011,2011-02-20
21,5.8,10.7,-0.1,2,2011,2011-02-21
22,5.3,15,-2.5,2,2011,2011-02-22
23,6.4,15.1,-1.7,2,2011,2011-02-23
24,10.5,14.9,6.1,2,2011,2011-02-24
25,10.3,17.8,4.1,2,2011,2011-02-25
26,5.2,11.5,0.6,2,2011,2011-02-26
27,9.4,17.5,-0.9,2,2011,2011-02-27
28,9.8,13.5,7,2,2011,2011-02-28
1,0.7,6.5,-5.6,2,2012,2012-02-01
2,-2.1,1.6,-5.6,2,2012,2012-02-02
3,-2.4,4.3,-8.9,2,2012,2012-02-03
4,1,7,-5.2,2,2012,2012-02-04
5,3.4,9.2,-4,2,2012,2012-02-05
6,6,8.8,2.9,2,2012,2012-02-06
7,6.9,9.6,3.2,2,2012,2012-02-07
8,1.3,5.5,-2.6,2,2012,2012-02-08
9,-0.5,5.4,-6.3,2,2012,2012-02-09
10,0.8,5.7,-4.1,2,2012,2012-02-10
11,1.1,6.6,-3.3,2,2012,2012-02-11
12,0.4,6.5,-4.8,2,2012,2012-02-12
13,2.3,4.2,-1.9,2,2012,2012-02-13
14,4.3,6.5,1.1,2,2012,2012-02-14
15,2.3,5.8,-0.8,2,2012,2012-02-15
16,1.5,7.3,-2.5,2,2012,2012-02-16
17,1.6,6.5,-1.2,2,2012,2012-02-17
18,-0.8,2.6,-4,2,2012,2012-02-18
19,-0.8,6.1,-6.2,2,2012,2012-02-19
20,0.6,8.2,-5.5,2,2012,2012-02-20
21,2.2,7.6,-4.3,2,2012,2012-02-21
22,6.4,10.6,0.3,2,2012,2012-02-22
23,9.1,11.5,5.9,2,2012,2012-02-23
24,6.3,10.3,1.6,2,2012,2012-02-24
25,4.7,7.6,2.1,2,2012,2012-02-25
26,2.1,4.2,-2.3,2,2012,2012-02-26
27,-0.3,4.3,-3.2,2,2012,2012-02-27
28,1.2,6.4,-5,2,2012,2012-02-28
29,4.1,8.7,0.2,2,2012,2012-02-29
1,6.4,13.8,-3.8,2,2013,2013-02-01
2,11.4,16.6,3.7,2,2013,2013-02-02
3,5.9,9.8,2.9,2,2013,2013-02-03
4,7.2,9.3,4.2,2,2013,2013-02-04
5,4.2,6.5,2.2,2,2013,2013-02-05
6,3.7,8.2,0.3,2,2013,2013-02-06
7,4.9,9.5,-0.6,2,2013,2013-02-07
8,-0.6,1.7,-2.4,2,2013,2013-02-08
9,-0.4,3.9,-4.1,2,2013,2013-02-09
10,0.6,8,-5.8,2,2013,2013-02-10
11,0.8,6.5,-4.4,2,2013,2013-02-11
12,1.8,7.3,-4.2,2,2013,2013-02-12
13,2.8,7.2,-2.4,2,2013,2013-02-13
14,3.8,11.1,-2.7,2,2013,2013-02-14
15,3.7,6.4,1.8,2,2013,2013-02-15
16,0.1,3.8,-1.8,2,2013,2013-02-16
17,-0.2,4.2,-6.3,2,2013,2013-02-17
18,4.5,7.2,1,2,2013,2013-02-18
19,1.7,4.3,-2,2,2013,2013-02-19
20,1.7,6.6,-2.2,2,2013,2013-02-20
21,0.7,5.6,-3.6,2,2013,2013-02-21
22,0.9,7.8,-4.4,2,2013,2013-02-22
23,2,5.9,-1.9,2,2013,2013-02-23
24,0.1,4.8,-3.6,2,2013,2013-02-24
25,0.5,4.9,-3.9,2,2013,2013-02-25
26,3.4,8.7,-1.9,2,2013,2013-02-26
27,7,13,1.5,2,2013,2013-02-27
28,5.7,14.3,-0.6,2,2013,2013-02-28
1,4.9,14.5,-2.9,2,2014,2014-02-01
2,9.7,15.6,4.7,2,2014,2014-02-02
3,9.3,14.4,5,2,2014,2014-02-03
4,2.3,7,-1.5,2,2014,2014-02-04
5,-0.9,2.8,-3.7,2,2014,2014-02-05
6,-1,2,-5.1,2,2014,2014-02-06
7,1.2,4,-1.8,2,2014,2014-02-07
8,1.4,3.1,-0.6,2,2014,2014-02-08
9,2.5,6.2,-1.1,2,2014,2014-02-09
10,0.8,3.8,-2.3,2,2014,2014-02-10
11,0.6,3.2,-1.1,2,2014,2014-02-11
12,2.7,6.8,-1,2,2014,2014-02-12
13,2.1,5,-2.1,2,2014,2014-02-13
14,1.9,3.8,-0.1,2,2014,2014-02-14
15,3.9,5.9,2.2,2,2014,2014-02-15
16,3.5,8.1,-2.5,2,2014,2014-02-16
17,1.7,10,-4.1,2,2014,2014-02-17
18,1.6,3.6,0.4,2,2014,2014-02-18
19,1.7,4.4,-0.5,2,2014,2014-02-19
20,1.3,6.1,-3.1,2,2014,2014-02-20
21,0.2,5.5,-5.8,2,2014,2014-02-21
22,1.5,6.5,-3.4,2,2014,2014-02-22
23,1,8.9,-6,2,2014,2014-02-23
24,2,10.4,-5.1,2,2014,2014-02-24
25,4.4,12.5,-2.7,2,2014,2014-02-25
26,6.4,14.1,-3.2,2,2014,2014-02-26
27,10.7,13.7,8,2,2014,2014-02-27
28,9.9,12.9,5.8,2,2014,2014-02-28
1,8.8,15.6,-0.3,3,2010,2010-03-01
2,8.4,13.6,5.9,3,2010,2010-03-02
3,6.5,10.2,1.8,3,2010,2010-03-03
4,9.4,13.1,4.7,3,2010,2010-03-04
5,12.5,16.8,10.1,3,2010,2010-03-05
6,9,11,7.6,3,2010,2010-03-06
7,6,7.8,4.8,3,2010,2010-03-07
8,5.2,7.9,4,3,2010,2010-03-08
9,3.2,4.6,1.8,3,2010,2010-03-09
10,3.5,7.7,1.5,3,2010,2010-03-10
11,3.3,9.3,-0.9,3,2010,2010-03-11
12,7.4,13.4,-2,3,2010,2010-03-12
13,9.8,15.1,3.6,3,2010,2010-03-13
14,7.8,16.3,-0.3,3,2010,2010-03-14
15,12,16.4,4.5,3,2010,2010-03-15
16,11.7,16.3,3.6,3,2010,2010-03-16
17,5.3,10.2,1.6,3,2010,2010-03-17
18,5.6,13.3,-0.9,3,2010,2010-03-18
19,6.9,12.3,2.8,3,2010,2010-03-19
20,13.6,21.1,2,3,2010,2010-03-20
21,10.5,18.3,3,3,2010,2010-03-21
22,6.6,12.8,-1.1,3,2010,2010-03-22
23,7.5,8.9,6.4,3,2010,2010-03-23
24,6.8,7.8,6.1,3,2010,2010-03-24
25,5.6,7.3,3.9,3,2010,2010-03-25
26,3.2,9.4,-0.9,3,2010,2010-03-26
27,4.3,11.3,-3,3,2010,2010-03-27
28,7,13.6,2.5,3,2010,2010-03-28
29,2.7,6.7,-0.5,3,2010,2010-03-29
30,3.3,9.9,-2.7,3,2010,2010-03-30
31,8.6,14,-0.3,3,2010,2010-03-31
1,6.4,7.6,4.7,3,2011,2011-03-01
2,4.5,7.5,0.3,3,2011,2011-03-02
3,0.9,4.4,-2,3,2011,2011-03-03
4,0.8,4.7,-2.4,3,2011,2011-03-04
5,3.2,9.8,-1.6,3,2011,2011-03-05
6,4.9,10.4,-1.6,3,2011,2011-03-06
7,5.8,10.3,1,3,2011,2011-03-07
8,4,9.1,-0.7,3,2011,2011-03-08
9,2.4,8.7,-3.4,3,2011,2011-03-09
10,1.8,7,-2.3,3,2011,2011-03-10
11,1.8,7.3,-3.5,3,2011,2011-03-11
12,3.8,11.7,-3.5,3,2011,2011-03-12
13,7.7,17.2,-1.2,3,2011,2011-03-13
14,11.1,18.9,3,3,2011,2011-03-14
15,11,16.7,6.1,3,2011,2011-03-15
16,2.6,6.4,-0.5,3,2011,2011-03-16
17,0.2,3.9,-3.6,3,2011,2011-03-17
18,3.2,9.5,-2.5,3,2011,2011-03-18
19,8.7,16,2.3,3,2011,2011-03-19
20,10.8,17.2,2.6,3,2011,2011-03-20
21,10.1,13,7.3,3,2011,2011-03-21
22,8.3,13.8,3.5,3,2011,2011-03-22
23,3.6,8.6,-1.7,3,2011,2011-03-23
24,3,9.2,-2.8,3,2011,2011-03-24
25,3.7,10.8,-3.8,3,2011,2011-03-25
26,2.8,7.7,-1.8,3,2011,2011-03-26
27,2.6,9.5,-3.9,3,2011,2011-03-27
28,4.4,13.2,-4.1,3,2011,2011-03-28
29,5.5,14.8,-2.3,3,2011,2011-03-29
30,6.2,14,-1.1,3,2011,2011-03-30
31,7.4,16,-1.9,3,2011,2011-03-31
1,6.6,15.2,-0.9,3,2012,2012-03-01
2,8.5,10.8,6.2,3,2012,2012-03-02
3,6.8,10.1,2.3,3,2012,2012-03-03
4,5.4,8.7,-0.3,3,2012,2012-03-04
5,10.3,12.2,8.2,3,2012,2012-03-05
6,11.8,16.5,9.4,3,2012,2012-03-06
7,8.1,10.9,3.6,3,2012,2012-03-07
8,6.8,11.4,1.7,3,2012,2012-03-08
9,6,7.4,5.1,3,2012,2012-03-09
10,6,9.2,3,3,2012,2012-03-10
11,2.7,9,-2.2,3,2012,2012-03-11
12,0.9,5,-1.6,3,2012,2012-03-12
13,1.3,6.3,-2.5,3,2012,2012-03-13
14,3.2,10.7,-3.4,3,2012,2012-03-14
15,2.8,9,-2,3,2012,2012-03-15
16,4.9,13.3,-3,3,2012,2012-03-16
17,11.1,17.3,5.8,3,2012,2012-03-17
18,10.1,13,5.8,3,2012,2012-03-18
19,4.3,7.5,-0.6,3,2012,2012-03-19
20,4.4,11.7,-3,3,2012,2012-03-20
21,4.4,11.3,-1.2,3,2012,2012-03-21
22,7,13.4,-1.5,3,2012,2012-03-22
23,8.5,10.9,6,3,2012,2012-03-23
24,8.4,12.5,4,3,2012,2012-03-24
25,5,10.8,1.8,3,2012,2012-03-25
26,2.9,6.2,-0.9,3,2012,2012-03-26
27,5.4,13.1,-2.4,3,2012,2012-03-27
28,6.6,14.6,-0.1,3,2012,2012-03-28
29,8.1,16.6,-1.4,3,2012,2012-03-29
30,12,17.7,3.2,3,2012,2012-03-30
31,8.9,15.7,0,3,2012,2012-03-31
1,8.4,16.2,-0.1,3,2013,2013-03-01
2,2.8,5.5,-0.4,3,2013,2013-03-02
3,2.1,7.9,-2.4,3,2013,2013-03-03
4,2.1,10,-4.8,3,2013,2013-03-04
5,4.2,12.2,-2,3,2013,2013-03-05
6,5.7,15.3,-2.8,3,2013,2013-03-06
7,9.4,18.4,-1.1,3,2013,2013-03-07
8,11.5,18.2,5.5,3,2013,2013-03-08
9,11.5,21.3,2.2,3,2013,2013-03-09
10,6.5,17.2,0.3,3,2013,2013-03-10
11,3.3,8.7,-2.3,3,2013,2013-03-11
12,6.3,15.9,-4.7,3,2013,2013-03-12
13,12,18.5,5.4,3,2013,2013-03-13
14,3,5.7,-1.8,3,2013,2013-03-14
15,3.3,13.6,-4.4,3,2013,2013-03-15
16,6.5,15.5,-3.5,3,2013,2013-03-16
17,9.5,19,-1.3,3,2013,2013-03-17
18,16.8,19.2,13.2,3,2013,2013-03-18
19,14.5,21.1,8.7,3,2013,2013-03-19
20,12.2,17.5,6.1,3,2013,2013-03-20
21,4.3,9,-0.6,3,2013,2013-03-21
22,7.4,16.1,-2.3,3,2013,2013-03-22
23,7.3,11.4,2.2,3,2013,2013-03-23
24,9.5,18.2,0.6,3,2013,2013-03-24
25,7.8,11.5,2.6,3,2013,2013-03-25
26,4.5,9.6,-1.8,3,2013,2013-03-26
27,7.4,11.9,0.2,3,2013,2013-03-27
28,12.7,18.2,8.2,3,2013,2013-03-28
29,11.7,18.3,7.6,3,2013,2013-03-29
30,9.2,14.4,3.6,3,2013,2013-03-30
31,9.7,16.3,5.3,3,2013,2013-03-31
1,6.9,10.3,3.1,3,2014,2014-03-01
2,6.2,9.7,1.4,3,2014,2014-03-02
3,3.3,7.3,-2.7,3,2014,2014-03-03
4,4.9,12.7,-4.8,3,2014,2014-03-04
5,6.6,9.6,1.4,3,2014,2014-03-05
6,1.2,5,-1.8,3,2014,2014-03-06
7,1.1,7.4,-4.3,3,2014,2014-03-07
8,2.3,7.2,-3.5,3,2014,2014-03-08
9,3.8,9.7,-1.9,3,2014,2014-03-09
10,1.3,5.4,-1.4,3,2014,2014-03-10
11,2.5,10,-4.8,3,2014,2014-03-11
13,9.8,15.5,5.1,3,2014,2014-03-13
14,3.8,7.7,0.9,3,2014,2014-03-14
15,3.6,9.4,-1.6,3,2014,2014-03-15
16,7.3,15.5,-1.5,3,2014,2014-03-16
17,10.7,18.9,1.6,3,2014,2014-03-17
18,12.1,15,7.1,3,2014,2014-03-18
19,9.3,14.6,3.3,3,2014,2014-03-19
20,8.3,10.9,5.7,3,2014,2014-03-20
21,4.3,7.3,1.7,3,2014,2014-03-21
22,5,10.4,0.7,3,2014,2014-03-22
23,6.9,15.7,-1.8,3,2014,2014-03-23
24,9.4,18.3,-0.2,3,2014,2014-03-24
25,11.9,17.3,6.8,3,2014,2014-03-25
26,12.8,16.5,10.2,3,2014,2014-03-26
27,11.8,15.4,6.5,3,2014,2014-03-27
28,11.3,20.9,1.5,3,2014,2014-03-28
29,14,19.9,7.8,3,2014,2014-03-29
30,14.6,18.5,10.5,3,2014,2014-03-30
31,10.9,16.4,6.1,3,2014,2014-03-31
1,15.7,17.9,11.8,4,2010,2010-04-01
2,10.2,17.5,3,4,2010,2010-04-02
3,5.8,12.1,-0.8,4,2010,2010-04-03
4,8.6,18,-1,4,2010,2010-04-04
5,11.6,18.4,5.7,4,2010,2010-04-05
6,13.5,20.9,4.8,4,2010,2010-04-06
7,8.1,13.4,4.1,4,2010,2010-04-07
8,8.7,15.2,3.9,4,2010,2010-04-08
9,11.2,16.2,3.1,4,2010,2010-04-09
10,16.6,22.7,10.7,4,2010,2010-04-10
11,15,19.6,11.8,4,2010,2010-04-11
12,14.9,17.6,12.4,4,2010,2010-04-12
13,13.2,17.7,6.8,4,2010,2010-04-13
14,7.9,11.7,5.4,4,2010,2010-04-14
15,6,8.5,4,4,2010,2010-04-15
16,6.9,8.6,4.7,4,2010,2010-04-16
17,9.2,14.8,4.4,4,2010,2010-04-17
18,10,17.3,1.1,4,2010,2010-04-18
19,14.1,19.4,8.4,4,2010,2010-04-19
20,14.3,18.1,10.7,4,2010,2010-04-20
21,13.6,16.7,10.1,4,2010,2010-04-21
22,9.6,10.8,8.1,4,2010,2010-04-22
23,9,11.6,4.6,4,2010,2010-04-23
24,7.2,12.9,1.3,4,2010,2010-04-24
25,8.9,18.3,-0.7,4,2010,2010-04-25
26,12.2,19.7,2.2,4,2010,2010-04-26
27,13.8,15.5,12.1,4,2010,2010-04-27
28,15.4,21.3,10.1,4,2010,2010-04-28
29,12.8,16.7,6.2,4,2010,2010-04-29
30,10.6,17.1,3.7,4,2010,2010-04-30
1,9.2,18.6,-1.5,4,2011,2011-04-01
2,8.5,18.9,2.7,4,2011,2011-04-02
3,5.4,9.3,1.4,4,2011,2011-04-03
4,6,11.5,-0.9,4,2011,2011-04-04
5,7.9,16.5,-1.4,4,2011,2011-04-05
6,9.2,18.7,-1.9,4,2011,2011-04-06
7,13.5,19.9,5.6,4,2011,2011-04-07
8,14.9,17.3,13.6,4,2011,2011-04-08
9,13.7,18.3,10.1,4,2011,2011-04-09
10,11.6,19.7,3.5,4,2011,2011-04-10
11,8.4,18.3,3.1,4,2011,2011-04-11
12,8.2,15.3,1.1,4,2011,2011-04-12
13,9.8,18.9,0.3,4,2011,2011-04-13
14,12.6,NA,NA,4,2011,2011-04-14
15,13.4,19.1,8.9,4,2011,2011-04-15
16,11.9,16.3,5.5,4,2011,2011-04-16
17,9.4,18.2,0.9,4,2011,2011-04-17
18,11.1,19,4.4,4,2011,2011-04-18
19,8.7,13.3,5.9,4,2011,2011-04-19
20,7.5,11.5,2.5,4,2011,2011-04-20
21,10.2,19.3,0.8,4,2011,2011-04-21
22,11.8,17.1,6.6,4,2011,2011-04-22
23,11.9,15.8,5,4,2011,2011-04-23
24,8.8,15.4,2.8,4,2011,2011-04-24
25,10,16.8,2.9,4,2011,2011-04-25
26,14.6,20.3,5.9,4,2011,2011-04-26
27,17.7,21.4,11.8,4,2011,2011-04-27
28,11,16.7,5.8,4,2011,2011-04-28
29,10.7,17.5,3.4,4,2011,2011-04-29
30,15.3,21.1,6,4,2011,2011-04-30
1,5.1,10.9,-0.4,4,2012,2012-04-01
2,8.5,17.2,-1.3,4,2012,2012-04-02
3,10.6,16.3,4.9,4,2012,2012-04-03
4,7.6,14.2,3.2,4,2012,2012-04-04
5,8.4,16,2.5,4,2012,2012-04-05
6,5.9,9.7,2,4,2012,2012-04-06
7,4.5,8.7,-0.5,4,2012,2012-04-07
8,6.3,14.5,-2.8,4,2012,2012-04-08
9,11.3,20.4,1.8,4,2012,2012-04-09
10,14.3,21.2,5.3,4,2012,2012-04-10
11,14.2,16.5,13,4,2012,2012-04-11
12,13.9,20.5,8.2,4,2012,2012-04-12
13,11.8,17.2,7.5,4,2012,2012-04-13
14,10.5,15.7,5.1,4,2012,2012-04-14
15,10.7,19.3,2.6,4,2012,2012-04-15
16,12,18.4,6.1,4,2012,2012-04-16
17,11.9,19.1,5.1,4,2012,2012-04-17
18,12.7,21.6,3.4,4,2012,2012-04-18
19,14.6,22.4,5.3,4,2012,2012-04-19
20,14,16.2,12.2,4,2012,2012-04-20
21,16.1,22.1,9.5,4,2012,2012-04-21
22,14.3,15.9,13.2,4,2012,2012-04-22
23,17.3,23.4,11.3,4,2012,2012-04-23
24,17,25.6,8.2,4,2012,2012-04-24
25,18.6,25.5,10.1,4,2012,2012-04-25
