"day","mean.temp","high","low","month","year","date"
1,3,8.8,-3.3,1,2010,2010-01-01
2,4.8,11.9,-0.7,1,2010,2010-01-02
3,3.1,8.8,-3.4,1,2010,2010-01-03
4,3.5,9.1,-0.3,1,2010,2010-01-04
5,5.8,13.4,1.1,1,2010,2010-01-05
6,5.2,10.4,0.3,1,2010,2010-01-06
7,5.1,11.5,-2.6,1,2010,2010-01-07
8,5,11.3,0,1,2010,2010-01-08
9,5,11.3,0.3,1,2010,2010-01-09
10,4.7,11.8,-2.2,1,2010,2010-01-10
11,3.5,5.9,1,1,2010,2010-01-11
12,1.7,NA,NA,1,2010,2010-01-12
13,3.3,7.9,-2.8,1,2010,2010-01-13
14,1.1,7.4,-4.6,1,2010,2010-01-14
15,0.9,7.6,-4.8,1,2010,2010-01-15
16,1.9,6.5,-2.4,1,2010,2010-01-16
17,2.7,9.9,-3.2,1,2010,2010-01-17
18,1.9,9,-3.8,1,2010,2010-01-18
19,5.4,14.6,-3.3,1,2010,2010-01-19
20,7.6,16.5,-0.6,1,2010,2010-01-20
21,9.4,18.6,5,1,2010,2010-01-21
22,4.8,10.5,-0.7,1,2010,2010-01-22
23,3.7,10.8,-2,1,2010,2010-01-23
24,4.2,11.8,-3.3,1,2010,2010-01-24
25,5,11.7,-2.6,1,2010,2010-01-25
26,5.4,9.8,0.7,1,2010,2010-01-26
27,3.8,12.3,-4.2,1,2010,2010-01-27
28,7.2,15.9,1,1,2010,2010-01-28
29,5.6,10.3,0.5,1,2010,2010-01-29
30,6.1,13.5,-1.8,1,2010,2010-01-30
31,6.9,13.3,0.5,1,2010,2010-01-31
1,4.3,11.2,-0.6,1,2011,2011-01-01
2,3.6,11.2,-2.2,1,2011,2011-01-02
3,2.6,9.1,-2.3,1,2011,2011-01-03
4,4.5,10,-0.3,1,2011,2011-01-04
5,5.7,11.3,0.6,1,2011,2011-01-05
6,4.3,9.5,-0.5,1,2011,2011-01-06
7,1.9,6.7,-1.8,1,2011,2011-01-07
8,2.8,10.2,-3.4,1,2011,2011-01-08
9,4,13.1,-4.1,1,2011,2011-01-09
10,2.1,6,-1,1,2011,2011-01-10
11,2.4,6.8,-2.5,1,2011,2011-01-11
12,3.7,9.5,-2.4,1,2011,2011-01-12
13,2.8,7.7,-1.1,1,2011,2011-01-13
14,0.9,7.5,-4.8,1,2011,2011-01-14
15,1.5,6.9,-4.8,1,2011,2011-01-15
16,1,6,-2.7,1,2011,2011-01-16
17,3.7,10.6,-2.1,1,2011,2011-01-17
18,2.9,10.5,-4.3,1,2011,2011-01-18
19,3.5,11.5,-3.6,1,2011,2011-01-19
20,3.2,10.1,-2.2,1,2011,2011-01-20
21,3.1,8.3,-0.5,1,2011,2011-01-21
22,3.6,10.9,-2.6,1,2011,2011-01-22
23,3.7,10,-3.2,1,2011,2011-01-23
24,4.3,7.9,0.7,1,2011,2011-01-24
25,3.6,9.8,-2.1,1,2011,2011-01-25
26,3,10,-2.8,1,2011,2011-01-26
27,4,10.6,-1.8,1,2011,2011-01-27
28,2.2,7.8,-2,1,2011,2011-01-28
29,2.4,8,-2,1,2011,2011-01-29
30,1.4,7,-3.9,1,2011,2011-01-30
31,0.6,7.4,-5.6,1,2011,2011-01-31
1,2.6,6.6,-0.6,1,2012,2012-01-01
2,3.5,11.2,-2.2,1,2012,2012-01-02
3,4.7,10.6,-1,1,2012,2012-01-03
4,3.1,9.8,-3.2,1,2012,2012-01-04
5,3.5,9,-2.2,1,2012,2012-01-05
6,3.2,10.3,-2.5,1,2012,2012-01-06
7,4,9,-0.3,1,2012,2012-01-07
8,4,9.4,-0.7,1,2012,2012-01-08
9,3,9.7,-2,1,2012,2012-01-09
10,4.1,9.9,-3,1,2012,2012-01-10
11,4,11.3,-0.1,1,2012,2012-01-11
12,1.7,7.4,-2.5,1,2012,2012-01-12
13,2.6,11.3,-5.3,1,2012,2012-01-13
14,2.7,8.7,-1.8,1,2012,2012-01-14
15,2,7.2,-3.1,1,2012,2012-01-15
16,2.4,4.8,-0.8,1,2012,2012-01-16
17,2.7,7.7,-1.8,1,2012,2012-01-17
18,1.7,9.1,-4.2,1,2012,2012-01-18
19,3.9,10.6,-3,1,2012,2012-01-19
20,1.8,3.7,0.7,1,2012,2012-01-20
21,2.4,3.2,1,1,2012,2012-01-21
22,4.2,8.1,0.3,1,2012,2012-01-22
23,2.9,7.6,-0.6,1,2012,2012-01-23
24,0.8,4.5,-2,1,2012,2012-01-24
25,2.1,8.9,-3.2,1,2012,2012-01-25
26,0.7,5.9,-3.4,1,2012,2012-01-26
27,-0.1,7.3,-5.4,1,2012,2012-01-27
28,0.3,6.1,-4.5,1,2012,2012-01-28
29,0.9,6,-3.8,1,2012,2012-01-29
30,-0.3,6.2,-6,1,2012,2012-01-30
31,1.1,8.3,-5.4,1,2012,2012-01-31
1,3.1,9.9,-1.9,1,2013,2013-01-01
2,6.1,15,-2.9,1,2013,2013-01-02
3,3.4,7.2,-1.2,1,2013,2013-01-03
4,1,6.2,-3.8,1,2013,2013-01-04
5,-0.1,4.7,-4.4,1,2013,2013-01-05
6,2.1,10.8,-6.1,1,2013,2013-01-06
7,2.4,8.9,-2.8,1,2013,2013-01-07
8,3.9,10.9,-1.6,1,2013,2013-01-08
9,4.3,9.2,1.3,1,2013,2013-01-09
10,2.5,8.6,-1.8,1,2013,2013-01-10
11,2.4,8.4,-2.3,1,2013,2013-01-11
12,1.6,8.7,-2.7,1,2013,2013-01-12
13,4.4,13.7,-4.4,1,2013,2013-01-13
14,2.1,5.3,-1,1,2013,2013-01-14
15,3.1,5.5,-0.9,1,2013,2013-01-15
16,0.6,5.3,-3.3,1,2013,2013-01-16
17,0.9,7.4,-5.2,1,2013,2013-01-17
18,0.8,4.8,-4.7,1,2013,2013-01-18
19,2.7,9.7,-3.4,1,2013,2013-01-19
20,3.4,8.6,-3.4,1,2013,2013-01-20
21,4,9.1,-1.8,1,2013,2013-01-21
22,4.5,8.3,1.8,1,2013,2013-01-22
23,4.6,9,-0.1,1,2013,2013-01-23
24,4.2,10,0.8,1,2013,2013-01-24
25,3.3,10.8,-1.8,1,2013,2013-01-25
26,1.3,6.8,-4.4,1,2013,2013-01-26
27,2.6,9.2,-3.8,1,2013,2013-01-27
28,3.8,9.6,0,1,2013,2013-01-28
29,4.8,11.1,-0.4,1,2013,2013-01-29
30,6,13.2,-0.2,1,2013,2013-01-30
31,2.3,9.3,-4.2,1,2013,2013-01-31
1,5.6,15.1,-2.6,1,2014,2014-01-01
2,4.7,12,-1.4,1,2014,2014-01-02
3,2.3,7.7,-1.9,1,2014,2014-01-03
4,4.2,11.5,-1.5,1,2014,2014-01-04
5,4.1,7.1,1.5,1,2014,2014-01-05
6,2.9,10,-3.5,1,2014,2014-01-06
7,2.5,8.7,-4.1,1,2014,2014-01-07
8,4.2,9.2,-2.2,1,2014,2014-01-08
9,6.3,11.6,1.9,1,2014,2014-01-09
10,1.9,6.1,-1.9,1,2014,2014-01-10
11,1.4,9.1,-5.3,1,2014,2014-01-11
12,2.1,9.9,-3.8,1,2014,2014-01-12
13,3.5,7.8,-0.8,1,2014,2014-01-13
14,2.4,8.1,-1.4,1,2014,2014-01-14
15,0.4,4.3,-3,1,2014,2014-01-15
16,1.5,9,-5.9,1,2014,2014-01-16
17,3.4,10,-1.6,1,2014,2014-01-17
18,3,8.1,-1.4,1,2014,2014-01-18
19,2.7,6.6,-0.7,1,2014,2014-01-19
20,1.4,7.1,-3.3,1,2014,2014-01-20
21,4,12.7,-3.2,1,2014,2014-01-21
22,3.2,9.1,-0.9,1,2014,2014-01-22
23,3.8,10.8,-2.7,1,2014,2014-01-23
24,3.8,11.3,-2.1,1,2014,2014-01-24
25,3.5,10.2,-2.4,1,2014,2014-01-25
26,5.8,15.4,0.6,1,2014,2014-01-26
27,2.8,7.1,-1,1,2014,2014-01-27
28,5.3,14.9,-3.6,1,2014,2014-01-28
29,7.1,12.6,2,1,2014,2014-01-29
30,6.7,14.7,1.5,1,2014,2014-01-30
31,7,14.3,1.2,1,2014,2014-01-31
1,3.3,8.9,-0.3,2,2010,2010-02-01
2,1.8,6.7,-1.8,2,2010,2010-02-02
3,1.3,6.1,-2.8,2,2010,2010-02-03
4,0.6,7.2,-5.7,2,2010,2010-02-04
5,2.7,10.2,-3.7,2,2010,2010-02-05
6,1.3,6.6,-2.8,2,2010,2010-02-06
7,3.6,9,-3.3,2,2010,2010-02-07
8,3.7,10.4,-3.3,2,2010,2010-02-08
9,9.4,21,-0.8,2,2010,2010-02-09
10,7.4,11.2,4.3,2,2010,2010-02-10
11,3.9,5.8,1.3,2,2010,2010-02-11
12,2.5,4.6,1,2,2010,2010-02-12
13,1.2,2.4,-1.2,2,2010,2010-02-13
14,2.9,8.4,-1.3,2,2010,2010-02-14
15,4.3,6,2,2,2010,2010-02-15
16,3.2,4.5,0.9,2,2010,2010-02-16
17,2.1,4.2,-1,2,2010,2010-02-17
18,2.1,6.4,-0.8,2,2010,2010-02-18
19,2.9,9.1,-1.6,2,2010,2010-02-19
20,4.4,11.6,-2.5,2,2010,2010-02-20
21,5.5,10.5,2,2,2010,2010-02-21
22,4.8,9.8,1.2,2,2010,2010-02-22
23,7.5,16.7,0,2,2010,2010-02-23
24,10.4,17.2,3.4,2,2010,2010-02-24
25,12.2,19.3,3.4,2,2010,2010-02-25
26,14.5,19.1,8.4,2,2010,2010-02-26
27,10.1,13.7,7,2,2010,2010-02-27
28,5.8,9.1,3.1,2,2010,2010-02-28
1,4,13.2,-5.2,2,2011,2011-02-01
2,3.2,8.6,-3.6,2,2011,2011-02-02
3,4.7,12.5,-3.5,2,2011,2011-02-03
4,5.7,14.3,-1.8,2,2011,2011-02-04
5,5.4,12.7,-1.5,2,2011,2011-02-05
6,5.9,12.4,-0.4,2,2011,2011-02-06
7,7,13.7,0.6,2,2011,2011-02-07
8,4.9,7.5,1.8,2,2011,2011-02-08
9,3.3,7.8,0.3,2,2011,2011-02-09
10,5.3,9.8,1.7,2,2011,2011-02-10
11,1,4,0.2,2,2011,2011-02-11
12,1,3.3,-1.2,2,2011,2011-02-12
13,3,8.9,-2.5,2,2011,2011-02-13
14,2,6.1,-1.6,2,2011,2011-02-14
15,3.6,9.8,0.2,2,2011,2011-02-15
16,4.3,12.1,-2.9,2,2011,2011-02-16
17,7.6,15,1.3,2,2011,2011-02-17
18,7.7,13.4,3.8,2,2011,2011-02-18
19,5.6,9.7,2,2,2011,2011-02-19
20,6.5,9,3.9,2,2011,2011-02-20
21,6.4,11.1,0.7,2,2011,2011-02-21
22,4.4,11.3,-1.6,2,2011,2011-02-22
23,6.2,13.6,-0.6,2,2011,2011-02-23
24,9.5,14.5,4.3,2,2011,2011-02-24
25,11.4,21.7,3.6,2,2011,2011-02-25
26,6.5,11.7,2.8,2,2011,2011-02-26
27,8.7,18.1,0,2,2011,2011-02-27
28,3.8,8.5,0.8,2,2011,2011-02-28
1,2,11.9,-5.1,2,2012,2012-02-01
2,1.1,5.8,-2.5,2,2012,2012-02-02
3,0.2,6.6,-6.3,2,2012,2012-02-03
4,2.7,10.7,-5.8,2,2012,2012-02-04
5,3.8,9.3,-2,2,2012,2012-02-05
6,2.7,4.6,-1,2,2012,2012-02-06
7,6.7,9.3,3.7,2,2012,2012-02-07
8,5.6,7.6,1.7,2,2012,2012-02-08
9,2.7,8.1,-1.5,2,2012,2012-02-09
10,3,9.6,-3.4,2,2012,2012-02-10
11,3.2,9.2,-3.3,2,2012,2012-02-11
12,2.6,9.6,-3.3,2,2012,2012-02-12
13,3.2,8.5,-2.6,2,2012,2012-02-13
14,3.8,5.8,2.7,2,2012,2012-02-14
15,5.5,10.1,3.6,2,2012,2012-02-15
16,2.3,4.1,0.3,2,2012,2012-02-16
17,2.8,8.5,-0.2,2,2012,2012-02-17
18,1.2,6.1,-3.4,2,2012,2012-02-18
19,0.5,7.8,-6.8,2,2012,2012-02-19
20,3.2,10.9,-5.1,2,2012,2012-02-20
21,5.8,13.6,-3.1,2,2012,2012-02-21
22,6.3,10.3,1.4,2,2012,2012-02-22
23,6.4,10.6,4.1,2,2012,2012-02-23
24,10.6,15.6,7.2,2,2012,2012-02-24
25,4.7,7.9,2.5,2,2012,2012-02-25
26,5.1,8.8,2.9,2,2012,2012-02-26
27,3.7,8.6,-0.4,2,2012,2012-02-27
28,2.4,6.9,-3.2,2,2012,2012-02-28
29,1.1,3.6,0.2,2,2012,2012-02-29
1,5.3,12.2,-3.4,2,2013,2013-02-01
2,9.9,18.4,4.1,2,2013,2013-02-02
3,7.9,13.3,4.6,2,2013,2013-02-03
4,8.1,15.4,3.4,2,2013,2013-02-04
5,8.3,12.5,4.9,2,2013,2013-02-05
6,1.5,6.4,-0.9,2,2013,2013-02-06
7,4,9.5,-0.2,2,2013,2013-02-07
8,2.8,5.9,-0.5,2,2013,2013-02-08
9,3,8.2,-0.8,2,2013,2013-02-09
10,3.3,10.5,-1.8,2,2013,2013-02-10
11,2.9,9.5,-1.6,2,2013,2013-02-11
12,2.6,6.1,-2.8,2,2013,2013-02-12
13,5.2,11.4,0,2,2013,2013-02-13
14,4.3,9.5,-1.6,2,2013,2013-02-14
15,3.5,7.2,0.5,2,2013,2013-02-15
16,1.9,5.4,-2.1,2,2013,2013-02-16
17,2.7,7.8,-2.1,2,2013,2013-02-17
18,3.7,7.8,-2.3,2,2013,2013-02-18
19,5.2,7.9,1.4,2,2013,2013-02-19
20,3.7,9.5,-1,2,2013,2013-02-20
21,2.7,8.9,-1.3,2,2013,2013-02-21
22,3.2,9.1,-4.1,2,2013,2013-02-22
23,4.3,9.9,0.3,2,2013,2013-02-23
24,1.3,7,-4.4,2,2013,2013-02-24
25,1.2,8,-5.1,2,2013,2013-02-25
26,3.9,9.2,-1.6,2,2013,2013-02-26
27,3.9,8.9,1,2,2013,2013-02-27
28,7.7,15.9,-0.1,2,2013,2013-02-28
1,4.8,12,-1.3,2,2014,2014-02-01
2,5.1,11.2,1.8,2,2014,2014-02-02
3,8.4,17,-0.2,2,2014,2014-02-03
4,3,10.1,-1.9,2,2014,2014-02-04
5,-0.6,4.1,-5.4,2,2014,2014-02-05
6,1.7,6.6,-2,2,2014,2014-02-06
7,2.2,6.6,-3.1,2,2014,2014-02-07
8,-0.5,1.8,-1.9,2,2014,2014-02-08
9,4.6,8.5,0.7,2,2014,2014-02-09
10,4.6,8.9,1.8,2,2014,2014-02-10
11,2.5,5.2,0.8,2,2014,2014-02-11
12,3.9,8.5,-1,2,2014,2014-02-12
13,3.1,9.1,-3.4,2,2014,2014-02-13
14,0.5,3.2,-0.7,2,2014,2014-02-14
15,2.9,5.6,-0.7,2,2014,2014-02-15
16,6.1,8.9,2.6,2,2014,2014-02-16
17,5.3,12.7,-0.4,2,2014,2014-02-17
18,3.6,8.1,0.7,2,2014,2014-02-18
19,3.1,8.9,-1.9,2,2014,2014-02-19
20,2.5,7.3,-3.3,2,2014,2014-02-20
21,3.5,9.4,-1.7,2,2014,2014-02-21
22,3.3,9.5,-2.4,2,2014,2014-02-22
23,3.8,8.5,-1.5,2,2014,2014-02-23
24,5.1,8.6,1.8,2,2014,2014-02-24
25,6,13.5,-1.6,2,2014,2014-02-25
26,7.7,14.7,-0.2,2,2014,2014-02-26
27,7.1,11.1,3.9,2,2014,2014-02-27
28,12.6,18.5,7,2,2014,2014-02-28
1,7.4,10.9,5.5,3,2010,2010-03-01
2,4.8,6.3,3,3,2010,2010-03-02
3,7.9,15.1,3.1,3,2010,2010-03-03
4,6.7,10.3,4.3,3,2010,2010-03-04
5,12.1,19.7,4.9,3,2010,2010-03-05
6,11.5,14.8,8.7,3,2010,2010-03-06
7,5.6,8.7,2.9,3,2010,2010-03-07
8,5,8.8,2.6,3,2010,2010-03-08
9,2.7,4.7,0.3,3,2010,2010-03-09
10,3.4,6.8,0.7,3,2010,2010-03-10
11,6.7,12.4,1,3,2010,2010-03-11
12,8.5,16.1,0.4,3,2010,2010-03-12
13,12.2,21.7,3.1,3,2010,2010-03-13
14,9.3,16,2.7,3,2010,2010-03-14
15,11.1,17.8,4,3,2010,2010-03-15
16,13.7,20.6,8.9,3,2010,2010-03-16
17,8.7,12.9,5.8,3,2010,2010-03-17
18,8.3,14.1,4,3,2010,2010-03-18
19,8.4,13.9,4.2,3,2010,2010-03-19
20,13.8,22.1,3.6,3,2010,2010-03-20
21,14.5,21,5.3,3,2010,2010-03-21
22,8.9,14.8,1.6,3,2010,2010-03-22
23,9.9,15,6.7,3,2010,2010-03-23
24,6.2,9.8,2.3,3,2010,2010-03-24
25,4.7,6.5,2.6,3,2010,2010-03-25
26,6.9,11.5,3.6,3,2010,2010-03-26
27,7.7,13.1,2.6,3,2010,2010-03-27
28,5.1,7.5,3.1,3,2010,2010-03-28
29,4.1,9.5,1,3,2010,2010-03-29
30,5.1,11.8,-2.2,3,2010,2010-03-30
31,6.2,12.1,-1.2,3,2010,2010-03-31
1,5.2,8.1,3.6,3,2011,2011-03-01
2,6.2,12.1,1.9,3,2011,2011-03-02
3,3,7.4,-0.4,3,2011,2011-03-03
4,2.7,8.2,-2.3,3,2011,2011-03-04
5,5.5,12.4,-2.3,3,2011,2011-03-05
6,6.8,15.6,-1.4,3,2011,2011-03-06
7,3.3,6.5,0.4,3,2011,2011-03-07
8,5.8,10.8,0.8,3,2011,2011-03-08
9,5.7,12.1,-0.3,3,2011,2011-03-09
10,4.5,9.6,-0.9,3,2011,2011-03-10
11,4.4,12,-2.2,3,2011,2011-03-11
12,6.7,13.7,-1.7,3,2011,2011-03-12
13,9.2,18,0.6,3,2011,2011-03-13
14,11.9,20.4,1.9,3,2011,2011-03-14
15,9.5,11.4,7.3,3,2011,2011-03-15
16,6.7,14.5,0.7,3,2011,2011-03-16
17,3,8.9,-2.2,3,2011,2011-03-17
18,5.6,11.1,-1,3,2011,2011-03-18
19,10.3,19.6,2.9,3,2011,2011-03-19
20,12,18.6,4.4,3,2011,2011-03-20
21,8.3,10.3,6.6,3,2011,2011-03-21
22,6.4,7.5,5.3,3,2011,2011-03-22
23,5.8,10.4,1.6,3,2011,2011-03-23
24,4.4,9.1,1.1,3,2011,2011-03-24
25,6.6,13.6,-1.2,3,2011,2011-03-25
26,6.2,11.2,2.2,3,2011,2011-03-26
27,6.4,12.4,0.3,3,2011,2011-03-27
28,7.6,13.7,1,3,2011,2011-03-28
29,9.2,16.5,0.7,3,2011,2011-03-29
30,10.1,17.9,3,3,2011,2011-03-30
31,8.5,15.7,3.6,3,2011,2011-03-31
1,6.7,11.7,0.6,3,2012,2012-03-01
2,5.8,8.7,3,3,2012,2012-03-02
3,6.6,12.2,2.9,3,2012,2012-03-03
4,4.8,6.8,2.3,3,2012,2012-03-04
5,4.3,7.3,1.4,3,2012,2012-03-05
6,10.1,15.2,6.5,3,2012,2012-03-06
7,12,15.7,8.8,3,2012,2012-03-07
8,8.8,10.6,7.3,3,2012,2012-03-08
9,6.3,8.6,4.4,3,2012,2012-03-09
10,4.5,7.5,1.1,3,2012,2012-03-10
11,6,12.6,0.9,3,2012,2012-03-11
12,5.5,11.9,-0.2,3,2012,2012-03-12
13,5.4,10.7,1.2,3,2012,2012-03-13
14,5.7,11.1,-0.8,3,2012,2012-03-14
15,5.7,13,-0.7,3,2012,2012-03-15
16,6.2,11.4,-0.7,3,2012,2012-03-16
17,5.8,7.5,3.7,3,2012,2012-03-17
18,8.2,11.5,4.8,3,2012,2012-03-18
19,7.8,11.7,4.2,3,2012,2012-03-19
20,7.1,12.9,1.9,3,2012,2012-03-20
21,6.8,12.1,3,3,2012,2012-03-21
22,6.8,13.8,-1.1,3,2012,2012-03-22
23,7.6,11.5,4.7,3,2012,2012-03-23
24,6.9,11.3,3.1,3,2012,2012-03-24
25,7.1,13.7,0.3,3,2012,2012-03-25
26,5.7,11.7,-0.1,3,2012,2012-03-26
27,7.7,14.6,-0.8,3,2012,2012-03-27
28,9,17.6,1.3,3,2012,2012-03-28
29,10.9,17.6,3,3,2012,2012-03-29
30,12.9,19.6,5.7,3,2012,2012-03-30
31,13.4,19.4,6.7,3,2012,2012-03-31
1,10.9,16.5,4.5,3,2013,2013-03-01
2,7.3,11.4,1.9,3,2013,2013-03-02
3,5.9,11.3,0,3,2013,2013-03-03
4,5.2,8.8,2.7,3,2013,2013-03-04
5,6.7,14.1,-0.2,3,2013,2013-03-05
6,8.2,17.3,-0.4,3,2013,2013-03-06
7,10.7,18.8,1.8,3,2013,2013-03-07
8,13.9,23.4,3.6,3,2013,2013-03-08
9,14.9,24,7.5,3,2013,2013-03-09
10,11,27.7,3.8,3,2013,2013-03-10
11,6.5,12.5,1.8,3,2013,2013-03-11
12,8.7,16.7,-0.9,3,2013,2013-03-12
13,13.8,20.8,3.7,3,2013,2013-03-13
14,7.6,13.2,3.7,3,2013,2013-03-14
15,7.7,14,2.1,3,2013,2013-03-15
16,10.8,19.1,2.3,3,2013,2013-03-16
17,12.5,17.6,6,3,2013,2013-03-17
18,18,21.3,13.7,3,2013,2013-03-18
19,18.4,25.1,12,3,2013,2013-03-19
20,17.1,21.4,12.1,3,2013,2013-03-20
21,10.3,15.2,6.1,3,2013,2013-03-21
22,11.8,18.7,5.5,3,2013,2013-03-22
23,12.3,16.9,7.4,3,2013,2013-03-23
24,9.8,12.4,7.8,3,2013,2013-03-24
25,8.5,10.1,5.9,3,2013,2013-03-25
26,8.5,13.3,3.1,3,2013,2013-03-26
27,7.1,8.8,4.8,3,2013,2013-03-27
28,13.6,21.3,6.5,3,2013,2013-03-28
29,14.4,20.1,9.8,3,2013,2013-03-29
30,7.5,9.8,6.2,3,2013,2013-03-30
31,6.4,7.2,5.8,3,2013,2013-03-31
1,7.5,11.2,5.9,3,2014,2014-03-01
2,4.9,6,4,3,2014,2014-03-02
3,5.6,11.3,2.4,3,2014,2014-03-03
4,5.3,11.2,-1.7,3,2014,2014-03-04
5,5.3,8.1,3.5,3,2014,2014-03-05
6,4.2,7.4,1.2,3,2014,2014-03-06
7,3.3,9.1,-0.2,3,2014,2014-03-07
8,4.2,10.6,-2.1,3,2014,2014-03-08
9,5,10.5,0.1,3,2014,2014-03-09
10,3.6,8,-0.4,3,2014,2014-03-10
11,4.6,11.4,-2.6,3,2014,2014-03-11
12,8.8,17.9,-1,3,2014,2014-03-12
13,9.5,16,4.5,3,2014,2014-03-13
14,8.9,11.9,4.9,3,2014,2014-03-14
15,7.3,12.5,2.8,3,2014,2014-03-15
16,8.6,17.5,0.3,3,2014,2014-03-16
17,10.2,17.2,1.5,3,2014,2014-03-17
18,13.1,20.5,4,3,2014,2014-03-18
19,10.3,13.9,7.9,3,2014,2014-03-19
20,7,8.4,5.7,3,2014,2014-03-20
21,8.4,13.5,4.1,3,2014,2014-03-21
22,8.5,14.3,3.8,3,2014,2014-03-22
23,10.1,17.1,2.1,3,2014,2014-03-23
24,12.4,19.4,4,3,2014,2014-03-24
25,14.7,22.4,7.4,3,2014,2014-03-25
26,14.2,20.8,9.3,3,2014,2014-03-26
27,10.6,12.9,5.8,3,2014,2014-03-27
28,13,21.7,3.4,3,2014,2014-03-28
29,16,23.2,7.7,3,2014,2014-03-29
30,15.5,19.3,12.6,3,2014,2014-03-30
31,14.1,19.4,10.8,3,2014,2014-03-31
1,13,21.6,2.4,4,2010,2010-04-01
2,14.5,20.7,9.6,4,2010,2010-04-02
3,10,15.6,4.8,4,2010,2010-04-03
4,7.5,10.9,3.7,4,2010,2010-04-04
5,8.8,11.5,6.8,4,2010,2010-04-05
6,14.4,20.2,9.6,4,2010,2010-04-06
7,10.1,13.6,6.8,4,2010,2010-04-07
8,7.9,13.9,2.2,4,2010,2010-04-08
9,10.4,15.6,5.8,4,2010,2010-04-09
10,15.2,21.8,9.6,4,2010,2010-04-10
11,16.3,24.8,12.3,4,2010,2010-04-11
12,8,12.3,5.9,4,2010,2010-04-12
13,14.4,21.6,6.3,4,2010,2010-04-13
14,13.1,16.5,9.5,4,2010,2010-04-14
15,6.1,9.5,5,4,2010,2010-04-15
16,4.9,7.4,0.7,4,2010,2010-04-16
17,5.3,12,0.5,4,2010,2010-04-17
18,10.8,17.9,2,4,2010,2010-04-18
19,13.9,21.3,6.9,4,2010,2010-04-19
20,14.6,18.8,10.9,4,2010,2010-04-20
21,18.1,26.2,11.1,4,2010,2010-04-21
22,8.2,12,6.4,4,2010,2010-04-22
23,7.6,9.5,6,4,2010,2010-04-23
24,10.6,17.1,5.7,4,2010,2010-04-24
25,11.3,18.5,2.7,4,2010,2010-04-25
26,12.8,21,5,4,2010,2010-04-26
27,11.6,15.3,9.7,4,2010,2010-04-27
28,13.5,15.1,11.2,4,2010,2010-04-28
29,17.6,23,11,4,2010,2010-04-29
30,13.7,20.1,7.4,4,2010,2010-04-30
1,9.8,16.9,0.5,4,2011,2011-04-01
2,11.7,19.5,4.5,4,2011,2011-04-02
3,6.8,9,3,4,2011,2011-04-03
4,7.7,14.7,2.2,4,2011,2011-04-04
5,8.6,17.4,-1.4,4,2011,2011-04-05
6,12.1,20.9,1.8,4,2011,2011-04-06
7,14.3,21.2,7.1,4,2011,2011-04-07
8,17.3,19.1,15,4,2011,2011-04-08
9,15.5,18.4,11.2,4,2011,2011-04-09
10,13.4,18.9,9.4,4,2011,2011-04-10
11,12.2,20.2,6.8,4,2011,2011-04-11
12,10.4,16.1,5.9,4,2011,2011-04-12
13,12.5,21.2,2.4,4,2011,2011-04-13
14,15.1,23.9,5.7,4,2011,2011-04-14
15,17.6,23.7,9.8,4,2011,2011-04-15
16,18.5,27.1,11.1,4,2011,2011-04-16
17,12.9,19.6,5.4,4,2011,2011-04-17
18,14.2,17.7,10.3,4,2011,2011-04-18
19,9.3,15.4,3.6,4,2011,2011-04-19
20,9.4,17.2,2.2,4,2011,2011-04-20
21,11.3,15.3,8.2,4,2011,2011-04-21
22,15,19.3,10.4,4,2011,2011-04-22
23,16.3,18.5,14.2,4,2011,2011-04-23
24,15.2,21.4,9.8,4,2011,2011-04-24
25,12.1,19.5,6.7,4,2011,2011-04-25
26,13.5,21.3,5.7,4,2011,2011-04-26
27,18,25.1,8.9,4,2011,2011-04-27
28,19,25.3,12.3,4,2011,2011-04-28
29,14.3,19.3,10,4,2011,2011-04-29
30,16.2,22.7,8.2,4,2011,2011-04-30
1,8.4,15.3,1.4,4,2012,2012-04-01
2,9.5,15.5,3.2,4,2012,2012-04-02
3,12.2,17.7,4.9,4,2012,2012-04-03
4,9.9,15.6,4.2,4,2012,2012-04-04
5,13.6,20.9,3.8,4,2012,2012-04-05
6,9.3,15.2,3.5,4,2012,2012-04-06
7,6.7,13.5,0.6,4,2012,2012-04-07
8,8.8,15.2,0.9,4,2012,2012-04-08
9,14.6,24.6,4.2,4,2012,2012-04-09
10,15.5,21,8.8,4,2012,2012-04-10
11,14.5,17.9,11.5,4,2012,2012-04-11
12,16.7,23.9,9,4,2012,2012-04-12
13,16.1,23.4,9,4,2012,2012-04-13
14,8.9,10.9,7.5,4,2012,2012-04-14
15,10.5,17.1,5.1,4,2012,2012-04-15
16,12,17.7,4.8,4,2012,2012-04-16
17,13.3,20.3,8.4,4,2012,2012-04-17
18,13.3,20.1,6.7,4,2012,2012-04-18
19,13.4,18,10.1,4,2012,2012-04-19
20,12.6,16.3,10.3,4,2012,2012-04-20
21,11,14.4,9,4,2012,2012-04-21
22,10.3,12.4,7.5,4,2012,2012-04-22
23,12.8,15.3,9.7,4,2012,2012-04-23
24,17.6,24.8,11.5,4,2012,2012-04-24
25,17.1,22.9,12.1,4,2012,2012-04-25
26,17.6,20.6,15.3,4,2012,2012-04-26
27,15.8,17.1,15.2,4,2012,2012-04-27
28,16.8,22.5,12.5,4,2012,2012-04-28
29,19,27.3,10.1,4,2012,2012-04-29
