"V1","V2","V3","V4","V5"
"17","2011","Athens, GA, USA","24","31"
"16","2011","Athens, GA, USA","24","31"
"21","2011","Athens, GA, USA","26","31"
"18","2011","Athens, GA, USA","25","31"
"18","2011","Athens, GA, USA","23","27"
"15","2011","Athens, GA, USA","23","30"
"14","2011","Athens, GA, USA","21","27"
"8","2011","Athens, GA, USA","14","21"
"6","2011","Athens, GA, USA","14","22"
"4","2011","Athens, GA, USA","15","25"
"7","2011","Athens, GA, USA","17","28"
"9","2011","Athens, GA, USA","19","28"
"12","2011","Athens, GA, USA","20","28"
"12","2011","Athens, GA, USA","19","27"
"12","2011","Athens, GA, USA","19","26"
"16","2011","Athens, GA, USA","19","23"
"17","2011","Athens, GA, USA","18","20"
"15","2011","Athens, GA, USA","16","17"
"14","2011","Athens, GA, USA","18","21"
"14","2011","Athens, GA, USA","19","24"
"13","2011","Athens, GA, USA","19","24"
"12","2011","Athens, GA, USA","19","26"
"8","2011","Athens, GA, USA","19","29"
"10","2011","Athens, GA, USA","20","30"
